id,passageId,skillId,questionTypeId,"question","potentialAnswers","correctAnswers",atLeast,difficulty,disabled,"rationale","updatedAt","createdAt",commonCoreId
6082,920,12,1,"What does it mean that Iris \"travels at the speed of wind\"?","[\"She travels very quickly.\", \"She travels very slowly.\", \"She can only travel when it's windy.\", \"She is very cold and strong.\"]","[\"She travels very quickly.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:11:03",107
6083,920,9,1,"Based on the text, which option would be the best symbol for Iris?","[\"A gust of wind\", \"A cloud\", \"An airplane\", \"A rainbow\"]","[\"A rainbow\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:13:22",101
6084,920,13,1,"What does the word \"travel\" mean?","[\"To stay in one place\", \"To move from one place to another\", \"To dance\", \"To fly\"]","[\"To move from one place to another\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:18:37",100
6085,921,20,1,"Where do Janus' two faces look?","[\"To the North and to the South\", \"To the East and to the West\", \"To Good and to Evil\", \"To the past and to the future\"]","[\"To the past and to the future\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:53:23",102
6086,921,21,1,"Why do the words \"choices\" and \"change\" from the first sentence sound good together?","[\"Because they rhyme.\", \"Because they have the same starting sound.\", \"Because they have the same ending sound.\", \"Because they have the same vowel sound.\"]","[\"Because they have the same starting sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:55:46",104
6087,921,3,1,"What is Janus the god of?","[\"Time\", \"Choices and change\", \"Weights and measures\", \"Money and coins\"]","[\"Choices and change\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:58:03",102
6088,921,20,1,"Which culture of myth does the story of Janus come from?","[\"Roman\", \"Greek\", \"Norse\", \"Egyptian\"]","[\"Roman\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:59:46",102
6089,921,8,1,"True or False: Janus is a real, human person.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:01:23",107
6090,922,5,1,"What is unusual about Hermes' sandals?","[\"He wears them on his wings.\", \"They have wings on them.\", \"He wears them on his feet.\", \"They are actually birds.\"]","[\"They have wings on them.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:04:40",101
6091,922,9,1,"What is the most likely reason for Hermes' sandals to have wings on them?","[\"To make him look like a bird.\", \"To disguise him.\", \"To make him go slower.\", \"To make him go faster.\"]","[\"To make him go faster.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:09:01",101
6092,922,3,1,"What is Hermes the god of?","[\"Wings\", \"Trade\", \"Flight\", \"Sandals\"]","[\"Trade\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:10:13",102
6093,922,20,1,"Which culture of myth does the story of Hermes come from?","[\"Greek\", \"Norse\", \"Roman\", \"Egyptian\"]","[\"Greek\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:11:42",102
6094,922,13,1,"What does the word \"trade\" mean?","[\"To improve a skill through practice\", \"To make shoes\", \"To exchange one thing for another\", \"To fly\"]","[\"To exchange one thing for another\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:15:14",100
6095,925,4,1,"What is this passage about?","[\"How well humans can hear\", \"How well dogs can hear\", \"Dogs' special skills\", \"The body parts of dogs\"]","[\"How well dogs can hear\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:20:31",109
6096,925,68,1,"How does the first sentence set up the topic for the rest of the text?","[\"It gives a lot of specific details and facts about the topic.\", \"It compares this topic to other topics.\", \"It restates what has been written earlier in the text.\", \"It gives a broad statement about the topic.\"]","[\"It gives a broad statement about the topic.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:24:50",110
6097,925,20,1,"How much stronger is a dog's ear compared to a human ear?","[\"1x\", \"2x\", \"3x\", \"4x\"]","[\"4x\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:27:17",108
6098,925,14,1,"Why do you think the author wrote this passage?","[\"To teach people about dogs.\", \"To teach people about humans.\", \"To teach people how to hear better.\", \"To teach people about distance.\"]","[\"To teach people about dogs.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:31:37",113
6099,925,20,1,"Which sentence compares dog ears to human ears?","[\"\\\"A Dog's Ear\\\"\", \"\\\"Dogs have great ears!\\\"\", \"\\\"They can hear sounds very far away: four times farther away than humans!\\\"\"]","[\"\\\"They can hear sounds very far away: four times farther away than humans!\\\"\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:34:22",114
6100,926,54,4,"Which words are synonyms for \"stomach\"? Select all that apply.","[\"Belly\", \"Head\", \"Tummy\", \"Torso\"]","[\"Belly\", \"Tummy\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:36:58",111
6101,926,20,1,"How many stomachs does a lobster have?","[\"1\", \"2\", \"3\", \"4\"]","[\"2\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:39:14",108
6102,926,4,1,"What is this passage about?","[\"Lobster heads\", \"Lobster stomachs\", \"Lobster eating habits\", \"Lobster habitats\"]","[\"Lobster stomachs\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:40:35",109
6103,926,11,1,"Why is it unusual for lobsters to have a stomach inside their head?","[\"Because lobsters do not eat anything, so they don't need a stomach.\", \"Because stomachs are for breaking down food.\", \"Because most animals have stomachs in their feet, not their head.\", \"Because most animals have stomachs in their torso, not their head.\"]","[\"Because most animals have stomachs in their torso, not their head.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:43:42",108
6104,926,68,1,"How does the second sentence relate to the first sentence?","[\"It gives more detail about what was said in the first sentence.\", \"It introduces the topic in a general way.\", \"It restates what had been written earlier in the text.\", \"It compares this topic to another topic.\"]","[\"It gives more detail about what was said in the first sentence.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:47:57",110
6105,927,4,1,"What is this passage about?","[\"How humans breathe\", \"How turtles breathe\", \"The different body parts of a turtle\", \"Lungs\"]","[\"How turtles breathe\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:53:09",109
6106,927,20,1,"Based on the text, what is the same about turtles and humans?","[\"Both breathe through their bums\", \"Neither need to breathe to live\", \"Both need to breathe to live\", \"Neither breathe through their lungs\"]","[\"Both need to breathe to live\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 17:56:30",108
6107,927,3,1,"What is unusual about the way that turtles breathe?","[\"They breathe just like us.\", \"They need to breathe to live.\", \"They breathe through their bums.\", \"They breathe through their lungs.\"]","[\"They breathe through their bums.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 19:48:55",108
6108,927,68,1,"How do the first two sentences set up the topic for the rest of the text?","[\"They restate what had been written earlier in the text.\", \"They relate the topic to the reader.\", \"They give more specific details and facts about the topic.\", \"They help switch from the last topic, to the next topic.\"]","[\"They relate the topic to the reader.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:00:48",110
6109,927,13,1,"What does the word \"lung\" mean?","[\"An organ in the body used for pumping blood.\", \"A kind of balloon.\", \"The largest opening in the face, also called a \\\"mouth.\\\"\", \"An organ in the body used for breathing.\"]","[\"An organ in the body used for breathing.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:05:47",111
6110,928,4,1,"What is this passage about?","[\"One tree that is both the world's oldest and tallest tree.\", \"The world's oldest and tallest person.\", \"The world's oldest tree.\", \"The world's oldest and tallest trees.\"]","[\"The world's oldest and tallest trees.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:08:23",109
6111,928,20,1,"How old is the world's oldest tree?","[\"4,518\", \"4,851\", \"4,185\", \"4,815\"]","[\"4,851\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:10:21",108
6112,928,20,1,"How tall is the world's tallest tree?","[\"180 feet\", \"280 feet\", \"380 feet\", \"480 feet\"]","[\"380 feet\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:11:29",108
6113,928,20,1,"True or False: The world's tallest tree is also the world's oldest tree.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:13:02",108
6114,928,68,1,"What is the difference between the first sentence, and the second sentence?","[\"The first sentence is about the oldest tree and the second sentence is about the tallest tree.\", \"The first sentence is about the tallest tree and the second sentence is about the oldest tree.\", \"The first sentence introduces the topic and the second sentence gives details.\", \"The first sentence is a fact and the second sentence is a joke.\"]","[\"The first sentence is about the oldest tree and the second sentence is about the tallest tree.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:19:47",110
6115,930,4,1,"What is this passage about?","[\"All different kinds of whales.\", \"All different kinds of fish.\", \"Orcas, also known as \\\"killer whales.\\\"\", \"Whether or not an orca has ever killed a whale.\"]","[\"Orcas, also known as \\\"killer whales.\\\"\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:24:24",109
6116,930,3,1,"Based on the text, why is \"killer whales\" an incorrect name for orcas?","[\"Because orcas never kill.\", \"Because that is the name of a different animal.\", \"Because orcas don't like it.\", \"Because orcas are not actually whales.\"]","[\"Because orcas are not actually whales.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:27:15",108
6117,930,20,1,"Which sentence in the text tells the reader what the correct name for \"killer whales\" is?","[\"The title\", \"The first sentence\", \"The second sentence\", \"The third sentence\"]","[\"The second sentence\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:29:11",114
6118,930,14,1,"Why do you think that the author wrote this text?","[\"To answer the question: what is a whale?\", \"To explain the correct name for orcas.\", \"To describe the way that orcas got their name.\", \"To answer the question: where do orcas live?\"]","[\"To explain the correct name for orcas.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:31:45",113
6119,930,68,1,"How does the first sentence help introduce the topic?","[\"It helps the reader relate the topic to what they already know.\", \"It catches the reader's interest with a joke.\", \"It catches the reader's interest with a question.\", \"It gives specific details about the topic.\"]","[\"It helps the reader relate the topic to what they already know.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:36:10",110
6120,931,4,1,"What is this passage about?","[\"A sweet ending\", \"How long it takes for a pineapple to grow\", \"How long it takes sweet things to grow\", \"What you can grow in two years\"]","[\"How long it takes for a pineapple to grow\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:39:04",109
6121,931,3,4,"What facts about pineapples can you learn from this passage? Select all that apply.","[\"Pineapples are not worth waiting for.\", \"Many people like to eat pineapples.\", \"Pineapples taste sweet.\", \"Pineapples take two years to grow.\"]","[\"Pineapples taste sweet.\", \"Pineapples take two years to grow.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 20:42:24",108
6122,931,12,4,"Which two meanings of the word \"sweet\" are used at the end of this passage? Select both. ","[\"The flavor of something with a lot of sugar; the opposite of salty\", \"A kind action\", \"The liquid that comes out of your skin when you are exercising \", \"Something very good, or positive\"]","[\"The flavor of something with a lot of sugar; the opposite of salty\", \"Something very good, or positive\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:04:13",111
6123,931,20,1,"Which sentence from the text tells the reader how long it takes pineapples to grow?","[\"The title\", \"The first sentence\", \"The second sentence\", \"The third sentence\"]","[\"The first sentence\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:08:35",114
6124,931,70,1,"The second sentence in the text provides __________.","[\"A joke\", \"A fact\", \"A question\", \"An opinion\"]","[\"An opinion\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:10:25",110
6125,939,4,1,"What is the main idea of this passage?","[\"Maps of the world\", \"The mythical god, Atlas\", \"Greek gods\", \"Greek myths\"]","[\"The mythical god, Atlas\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:12:55",109
6126,939,20,1,"Which sentence from the text gives the reason why we call a book of maps an \"atlas\"?","[\"\\\"Atlas is a Greek god.\\\"\", \"\\\"In one myth, he was forced to hold the whole world on his shoulders.\\\"\", \"\\\"That’s why we call a book of maps, an 'atlas'!\\\"\"]","[\"\\\"In one myth, he was forced to hold the whole world on his shoulders.\\\"\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:17:04",114
6127,939,20,1,"What was Atlas forced to do?","[\"Hold up the world on his shoulders\", \"Rule the world\", \"Spin the world on his finger\", \"Make a map of the whole world\"]","[\"Hold up the world on his shoulders\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:29:34",101
6128,939,20,1,"Which culture of myth does the story of Atlas come from?","[\"Roman\", \"Myth\", \"Greek\", \"Maps\"]","[\"Greek\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:31:19",101
6129,939,13,4,"What are the two meanings of the word \"atlas\" used in the text? Select both.","[\"A book of maps\", \"A kind of shoulder pain\", \"A Greek god\", \"A book about gods\"]","[\"A book of maps\", \"A Greek god\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:35:07",101
6130,940,3,1,"What is this passage about?","[\"War\", \"Fear\", \"Phobos\", \"Greece\"]","[\"Phobos\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:36:46",102
6131,940,8,1,"Why do you think Phobos would appear when a war began?","[\"Because he would fight in all the wars\", \"Because people are afraid of war\", \"Because he was curious about war\", \"Because people feel no fear during war\"]","[\"Because people are afraid of war\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:38:20",103
6132,940,20,1,"Which culture of myth does the story of Phobos come from?","[\"Greek\", \"Egyptian\", \"Norse\", \"Roman\"]","[\"Greek\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:39:48",101
6133,940,13,1,"What does the word \"appear\" mean as it is used in the text?","[\"To fight\", \"To do magic\", \"To show up out of nowhere\", \"To run away\"]","[\"To show up out of nowhere\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:41:34",100
6134,940,68,1,"Which sentence from the text describes who Phobos is?","[\"The title\", \"The first sentence\", \"The second sentence\"]","[\"The first sentence\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 21:45:37",105
6135,929,3,1,"What is the topic of this passage?","[\"Sound in space\", \"Spaceships\", \"Sound effects\", \"Ears\"]","[\"Sound in space\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:07:13",91
6136,929,13,1,"Which part of the text means the same thing as the word \"silent\"?","[\"\\\"There is\\\"\", \"\\\"no sound\\\"\", \"\\\"in space\\\"\", \"None of the above\"]","[\"\\\"no sound\\\"\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:09:33",93
6137,929,21,1,"Why do the words \"silent\" and \"space\" in the title sound good together?","[\"Because they rhyme\", \"Because they have the same vowel sound\", \"Because they have the same starting sound\", \"Because they have the same ending sound\"]","[\"Because they have the same starting sound\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:11:08",104
6138,929,20,1,"Which sense is most important to the topic of this text?","[\"Sight\", \"Smell\", \"Hearing\", \"Touch\"]","[\"Hearing\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:14:04",90
6139,929,11,1,"Which question is NOT answered by the text?","[\"Where is there no sound?\", \"Is there sound in space?\", \"Why is there no sound in space?\"]","[\"Why is there no sound in space?\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:21:39",90
6140,932,4,4,"Based on the text, what are the uses for the air tubes in a dog's nose? Select all that apply.","[\"To bark\", \"To smell\", \"To eat\", \"To breathe\"]","[\"To smell\", \"To breathe\"]",NULL,1,0,NULL,"2019-11-04 19:07:18","2019-10-28 20:31:41",91
